game_id,year,round,a_team_id,a_name,a_seed,a_oe,a_de,a_sos,a_win_rate,a_srs,a_tov_rate,a_orb_rate,a_ft_pct,a_pos_per_game,a_fga_per_game,a_three_pa_per_game,a_fta_per_game,b_team_id,b_name,b_seed,b_oe,b_de,b_sos,b_win_rate,b_srs,b_tov_rate,b_orb_rate,b_ft_pct,b_pos_per_game,b_fga_per_game,b_three_pa_per_game,b_fta_per_game,team_a_won
840,2012,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - 3rd ROUND AT LOUISVILLE KY,840,kentucky,1,117.514,91.9992,7.93,0.95,24.73,0.168963,0.179214,0.723,65.843,56.2,14.875,23.45,837,iowa st,8,110.292,101.256,7.32,0.676,13.32,0.185592,0.164331,0.688,66.4012,55.5294,23.1176,21.5,1
841,2012,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 3rd ROUND AT PITTSBURGH,871,syracuse,1,114.347,94.1217,8.02,0.919,21.12,0.162221,0.191413,0.698,64.8097,58.2703,18.0541,19.1622,839,kansas st,8,106.328,95.9357,7.53,0.667,14.47,0.215106,0.213745,0.671,66.7745,56.0303,16.5455,24.2121,1
842,2012,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 3rd ROUND AT PITTSBURGH,862,ohio st,2,112.331,89.9647,9.07,0.795,23.95,0.173142,0.172371,0.709,66.4933,56.8974,15.2821,21.6923,833,gonzaga,7,112.397,96.2479,3.25,0.788,13.86,0.199786,0.165642,0.716,65.6764,52.7273,17.1818,24.3333,1
843,2012,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - 3rd ROUND AT ALBUQUERQUE NM,818,baylor,3,112.038,97.9889,8.03,0.789,16.54,0.206002,0.18548,0.754,66.6832,56.5263,17.7895,19.9737,823,colorado,11,103.476,96.6601,5.73,0.667,7.91,0.19937,0.149527,0.691,65.2056,52.0556,15.8889,22.5,1
844,2012,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 3rd ROUND AT LOUISVILLE KY,847,marquette,3,107.865,94.372,7.5,0.771,16.92,0.188499,0.169281,0.721,69.8754,58.0857,17.0286,23.7429,854,murray st,6,111.417,92.4318,-2.6,0.939,8.74,0.211563,0.166294,0.724,65.6012,52.4848,18.303,23.0606,1
845,2012,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 3rd ROUND AT ALBUQUERQUE NM,883,wisconsin,4,109.767,91.2339,8.24,0.722,19.04,0.152454,0.16627,0.739,58.3056,52.0833,21.5278,15.9722,877,vanderbilt,5,110.627,98.9508,8.04,0.694,15.71,0.196717,0.15272,0.699,65.6611,53.3611,22.0,21.3889,1
846,2012,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - 3rd ROUND AT PORTLAND OR,835,indiana,4,116.62,100.272,7.8,0.75,18.63,0.194088,0.160552,0.763,66.2644,53.5556,14.75,23.8333,876,vcu,12,104.723,92.1458,0.63,0.806,8.79,0.175821,0.187799,0.685,64.9333,56.6667,22.2222,20.5556,1
847,2012,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 3rd ROUND AT PORTLAND OR,845,louisville,4,101.434,90.759,9.02,0.75,16.19,0.209043,0.192677,0.688,67.211,57.025,18.325,20.65,856,new mexico,5,110.695,90.2954,3.34,0.8,15.6,0.203121,0.171805,0.707,65.6891,54.2286,19.9714,21.3714,1
848,2012,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - 3rd ROUND AT GREENSBORO NC,859,north carolina,1,112.168,92.4999,7.07,0.842,21.34,0.16221,0.206845,0.682,72.5179,65.0789,15.2632,24.2632,826,creighton,8,117.943,103.775,3.41,0.829,12.92,0.179128,0.140409,0.726,67.1509,55.2857,19.3429,21.0571,1
849,2012,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 3rd ROUND AT COLUMBUS OH,850,michigan st,1,110.46,91.4599,9.82,0.784,21.32,0.197503,0.175003,0.7,64.8638,54.3784,15.0,20.5135,869,saint louis,9,109.347,91.7466,4.06,0.765,15.15,0.178812,0.161961,0.72,62.8329,53.3235,19.5,19.2059,1
850,2012,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - 3rd ROUND AT OMAHA NE,838,kansas,2,110.027,92.3737,9.93,0.821,21.72,0.194188,0.172313,0.692,66.8133,55.6154,16.4872,22.1282,863,purdue,10,112.375,103.256,8.05,0.629,13.88,0.136781,0.174775,0.656,63.9189,57.6857,21.5143,19.6857,1
851,2012,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 3rd ROUND AT NASHVILLE TN,831,florida st,3,103.108,92.8943,7.62,0.714,14.53,0.23213,0.167978,0.707,67.696,54.9429,17.4571,19.1143,822,cincinnati,6,105.482,95.1935,6.28,0.703,12.93,0.168554,0.204524,0.644,64.6195,59.2973,20.6216,17.3784,0
852,2012,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - 3rd ROUND AT COLUMBUS OH,832,georgetown,3,109.041,93.7715,7.69,0.727,16.81,0.199606,0.175672,0.698,63.3067,52.8182,16.2424,20.3939,855,nc st,11,108.376,100.5,6.8,0.649,12.1,0.188864,0.183239,0.704,67.2584,57.6757,15.0541,20.9189,0
853,2012,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 3rd ROUND AT OMAHA NE,830,florida,7,116.611,99.8339,7.33,0.703,18.25,0.170266,0.172757,0.713,65.0811,56.9189,25.3784,18.9189,858,norfolk st,15,100.904,98.221,-5.39,0.722,-3.68,0.219127,0.171155,0.656,68.3267,54.9167,17.6389,23.0278,1
854,2012,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - 3rd ROUND AT NASHVILLE TN,866,south florida,12,99.7812,95.2457,7.29,0.611,9.2,0.226775,0.174874,0.705,59.4078,49.0278,14.8333,16.5833,861,ohio,13,105.288,93.6932,0.17,0.784,7.17,0.195008,0.182846,0.69,66.6638,56.9459,21.8649,20.2432,0
855,2012,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - 3rd ROUND AT GREENSBORO NC,884,xavier,10,105.241,100.233,6.22,0.639,9.59,0.185403,0.156434,0.695,67.1211,55.1667,13.9167,22.75,842,lehigh,15,111.592,96.4213,-5.14,0.771,4.27,0.164776,0.162669,0.768,67.7977,58.0,20.7429,21.9429,1
856,2012,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - SWEET 16 AT BOSTON,871,syracuse,1,114.347,94.1217,8.02,0.919,21.12,0.162221,0.191413,0.698,64.8097,58.2703,18.0541,19.1622,883,wisconsin,4,109.767,91.2339,8.24,0.722,19.04,0.152454,0.16627,0.739,58.3056,52.0833,21.5278,15.9722,1
857,2012,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - SWEET 16 AT PHOENIX,850,michigan st,1,110.46,91.4599,9.82,0.784,21.32,0.197503,0.175003,0.7,64.8638,54.3784,15.0,20.5135,845,louisville,4,101.434,90.759,9.02,0.75,16.19,0.209043,0.192677,0.688,67.211,57.025,18.325,20.65,0
858,2012,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - SWEET 16 AT BOSTON,862,ohio st,2,112.331,89.9647,9.07,0.795,23.95,0.173142,0.172371,0.709,66.4933,56.8974,15.2821,21.6923,822,cincinnati,6,105.482,95.1935,6.28,0.703,12.93,0.168554,0.204524,0.644,64.6195,59.2973,20.6216,17.3784,1
859,2012,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - SWEET 16 AT PHOENIX,847,marquette,3,107.865,94.372,7.5,0.771,16.92,0.188499,0.169281,0.721,69.8754,58.0857,17.0286,23.7429,830,florida,7,116.611,99.8339,7.33,0.703,18.25,0.170266,0.172757,0.713,65.0811,56.9189,25.3784,18.9189,0
860,2012,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - SWEET 16 AT ATLANTA,818,baylor,3,112.038,97.9889,8.03,0.789,16.54,0.206002,0.18548,0.754,66.6832,56.5263,17.7895,19.9737,884,xavier,10,105.241,100.233,6.22,0.639,9.59,0.185403,0.156434,0.695,67.1211,55.1667,13.9167,22.75,1
861,2012,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - SWEET 16 AT ST. LOUIS,859,north carolina,1,112.168,92.4999,7.07,0.842,21.34,0.16221,0.206845,0.682,72.5179,65.0789,15.2632,24.2632,861,ohio,13,105.288,93.6932,0.17,0.784,7.17,0.195008,0.182846,0.69,66.6638,56.9459,21.8649,20.2432,1
862,2012,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - SWEET 16 AT ATLANTA,840,kentucky,1,117.514,91.9992,7.93,0.95,24.73,0.168963,0.179214,0.723,65.843,56.2,14.875,23.45,835,indiana,4,116.62,100.272,7.8,0.75,18.63,0.194088,0.160552,0.763,66.2644,53.5556,14.75,23.8333,1
863,2012,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - SWEET 16 AT ST. LOUIS,838,kansas,2,110.027,92.3737,9.93,0.821,21.72,0.194188,0.172313,0.692,66.8133,55.6154,16.4872,22.1282,855,nc st,11,108.376,100.5,6.8,0.649,12.1,0.188864,0.183239,0.704,67.2584,57.6757,15.0541,20.9189,1
864,2012,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - ELITE 8 AT PHOENIX,845,louisville,4,101.434,90.759,9.02,0.75,16.19,0.209043,0.192677,0.688,67.211,57.025,18.325,20.65,830,florida,7,116.611,99.8339,7.33,0.703,18.25,0.170266,0.172757,0.713,65.0811,56.9189,25.3784,18.9189,1
865,2012,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - ELITE 8 AT BOSTON,871,syracuse,1,114.347,94.1217,8.02,0.919,21.12,0.162221,0.191413,0.698,64.8097,58.2703,18.0541,19.1622,862,ohio st,2,112.331,89.9647,9.07,0.795,23.95,0.173142,0.172371,0.709,66.4933,56.8974,15.2821,21.6923,0
866,2012,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - ELITE 8 AT ATLANTA,840,kentucky,1,117.514,91.9992,7.93,0.95,24.73,0.168963,0.179214,0.723,65.843,56.2,14.875,23.45,818,baylor,3,112.038,97.9889,8.03,0.789,16.54,0.206002,0.18548,0.754,66.6832,56.5263,17.7895,19.9737,1
867,2012,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - ELITE 8 AT ST. LOUIS,859,north carolina,1,112.168,92.4999,7.07,0.842,21.34,0.16221,0.206845,0.682,72.5179,65.0789,15.2632,24.2632,838,kansas,2,110.027,92.3737,9.93,0.821,21.72,0.194188,0.172313,0.692,66.8133,55.6154,16.4872,22.1282,0
868,2012,MEN'S BASKETBALL CHAMPIONSHIP - FINAL FOUR AT NEW ORLEANS,840,kentucky,1,117.514,91.9992,7.93,0.95,24.73,0.168963,0.179214,0.723,65.843,56.2,14.875,23.45,845,louisville,4,101.434,90.759,9.02,0.75,16.19,0.209043,0.192677,0.688,67.211,57.025,18.325,20.65,1
869,2012,MEN'S BASKETBALL CHAMPIONSHIP - FINAL FOUR AT NEW ORLEANS,838,kansas,2,110.027,92.3737,9.93,0.821,21.72,0.194188,0.172313,0.692,66.8133,55.6154,16.4872,22.1282,862,ohio st,2,112.331,89.9647,9.07,0.795,23.95,0.173142,0.172371,0.709,66.4933,56.8974,15.2821,21.6923,1
870,2012,MEN'S BASKETBALL CHAMPIONSHIP - NATIONAL CHAMPIONSHIP AT NEW ORLEANS,840,kentucky,1,117.514,91.9992,7.93,0.95,24.73,0.168963,0.179214,0.723,65.843,56.2,14.875,23.45,838,kansas,2,110.027,92.3737,9.93,0.821,21.72,0.194188,0.172313,0.692,66.8133,55.6154,16.4872,22.1282,1
871,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHEAST REGION - 1st ROUND AT DAYTON OH,888,little rock,16,104.582,103.262,-2.97,0.528,-4.32,0.182177,0.160469,0.69,65.26,53.8333,17.0833,22.75,940,unc asheville,16,103.88,96.7087,-2.89,0.588,-0.69,0.20975,0.16581,0.711,70.9529,57.3529,15.1471,23.8235,0
872,2011,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 1st ROUND AT DAYTON OH,938,uab,12,106.712,97.6976,2.78,0.71,8.55,0.194892,0.177266,0.717,64.0555,55.6452,22.5161,16.5484,895,clemson,12,105.846,94.7613,6.58,0.647,13.76,0.203969,0.174441,0.701,64.7447,53.7353,18.5294,20.6765,0
873,2011,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 1st ROUND AT DAYTON OH,886,alabama st,16,92.7078,96.5094,-10.31,0.486,-13.37,0.238034,0.198721,0.603,66.1371,52.6,16.6571,24.8571,943,utsa,16,103.178,102.27,-4.93,0.588,-5.8,0.199519,0.156672,0.705,67.9576,55.0294,19.6176,22.7647,0
874,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHWEST REGION - 1st ROUND AT DAYTON OH,942,usc,11,103.917,98.3333,7.97,0.559,11.52,0.179962,0.15689,0.651,63.7388,53.8824,16.9706,19.0588,945,vcu,11,109.54,102.235,3.78,0.7,8.56,0.172878,0.163699,0.715,65.364,55.7,22.925,20.6,0
875,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHEAST REGION - 2nd ROUND AT WASHINGTON,925,pitt,1,117.851,97.1779,7.85,0.824,20.82,0.186105,0.226889,0.671,62.7412,54.8824,15.0588,23.6765,940,unc asheville,16,103.88,96.7087,-2.89,0.588,-0.69,0.20975,0.16581,0.711,70.9529,57.3529,15.1471,23.8235,1
876,2011,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 2nd ROUND AT TUCSON AZ,929,san diego st,2,112.792,92.9475,6.36,0.919,17.96,0.17046,0.200142,0.697,63.7384,57.8649,17.2703,17.6486,918,n colorado,15,108.261,99.6459,-2.24,0.656,1.39,0.214913,0.17799,0.77,66.015,53.375,20.5312,23.1875,1
877,2011,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 2nd ROUND AT WASHINGTON,896,uconn,3,110.434,98.9697,10.44,0.78,17.95,0.173448,0.212158,0.763,65.5288,59.2439,17.3415,20.0488,891,bucknell,14,106.395,96.9013,-3.87,0.735,2.39,0.169377,0.120347,0.788,65.9859,54.5588,17.2059,18.6176,1
878,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHEAST REGION - 2nd ROUND AT DENVER,893,byu,3,114.455,95.4552,5.76,0.865,18.65,0.153519,0.159599,0.765,71.1243,61.2703,23.3784,23.3784,951,wofford,14,112.332,103.847,-1.21,0.618,4.35,0.181384,0.167017,0.693,65.5094,54.5,14.5,22.8824,1
879,2011,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 2nd ROUND AT TAMPA FL,909,kentucky,4,114.204,96.8224,8.91,0.763,20.3,0.162976,0.178632,0.71,65.5568,57.4474,18.6053,20.7632,926,princeton,13,108.687,98.9715,-1.61,0.781,3.71,0.190877,0.154566,0.732,63.6862,53.0,16.5938,19.0312,1
880,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHWEST REGION - 2nd ROUND AT DENVER,911,louisville,4,109.388,94.2082,8.2,0.714,18.6,0.191419,0.180993,0.663,68.5109,59.9143,24.4,17.9143,917,morehead st,13,107.418,96.284,-3.13,0.714,2.81,0.233807,0.215548,0.674,64.1554,53.5429,17.1714,21.4571,0
881,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHEAST REGION - 2nd ROUND AT TAMPA FL,898,florida,2,111.34,97.8976,7.57,0.784,16.27,0.188698,0.19496,0.669,64.7395,56.2973,17.8649,20.1081,930,santa barbara,15,104.157,101.037,0.12,0.563,1.22,0.218873,0.132956,0.752,65.1062,51.125,19.0938,19.0625,1
882,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHEAST REGION - 2nd ROUND AT TUCSON AZ,950,wisconsin,4,118.734,102.389,9.42,0.735,18.77,0.132612,0.182471,0.818,57.2212,53.1765,21.8824,15.6765,889,belmont,13,115.402,90.0879,-4.42,0.857,13.07,0.198541,0.186546,0.736,69.0754,58.4286,24.6857,22.3143,1
883,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHEAST REGION - 2nd ROUND AT DENVER,931,saint johns,6,106.515,101.818,10.01,0.636,13.1,0.187887,0.163019,0.71,65.8036,53.7273,12.9394,23.7273,903,gonzaga,11,112.802,96.9572,4.01,0.714,13.86,0.19921,0.167269,0.762,67.9829,55.6286,15.6571,23.1429,0
884,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHEAST REGION - 2nd ROUND AT TUCSON AZ,908,kansas st,5,107.168,97.3037,8.41,0.676,14.59,0.215461,0.212,0.655,67.98,57.0294,18.5588,24.3529,944,utah st,12,113.214,92.2262,0.5,0.882,13.23,0.185839,0.16781,0.737,63.6224,52.5882,16.5294,22.4706,1
885,2011,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 2nd ROUND AT TAMPA FL,949,west virginia,5,110.579,102.464,11.03,0.636,16.15,0.19062,0.225191,0.711,63.1115,55.3333,18.5152,22.6364,895,clemson,12,105.846,94.7613,6.58,0.647,13.76,0.203969,0.174441,0.701,64.7447,53.7353,18.5294,20.6765,1
886,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHWEST REGION - 2nd ROUND AT DENVER,946,vanderbilt,5,112.595,100.38,6.86,0.676,15.1,0.192385,0.161411,0.743,67.42,54.5,20.8235,24.6176,928,richmond,12,110.527,97.1453,2.79,0.784,11.23,0.164268,0.147541,0.687,63.0151,54.2432,19.8649,17.5405,0
887,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHEAST REGION - 2nd ROUND AT WASHINGTON,892,butler,8,110.105,99.1231,5.02,0.737,11.53,0.169205,0.175306,0.726,64.6989,55.8421,21.6316,21.0263,923,old dominion,9,109.886,97.7205,1.76,0.794,9.03,0.208838,0.258092,0.668,59.7141,53.7647,14.8529,20.2059,1
888,2011,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 2nd ROUND AT TUCSON AZ,934,temple,7,107.834,95.4332,4.23,0.765,12.35,0.165346,0.168042,0.698,65.46,57.1471,17.1471,19.2941,924,penn st,10,106.754,105.858,11.45,0.559,11.98,0.178255,0.167799,0.724,59.0694,51.4118,18.7647,16.0,1
889,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHEAST REGION - 2nd ROUND AT TAMPA FL,939,ucla,7,104.633,99.0108,7.93,0.676,11.7,0.220512,0.177903,0.679,66.9565,53.6471,15.5588,23.7647,915,michigan st,10,104.141,100.8,11.67,0.559,13.7,0.202224,0.181289,0.7,66.0306,55.7059,18.2353,20.3235,1
890,2011,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 2nd ROUND AT WASHINGTON,894,cincinnati,6,109.018,94.2833,6.1,0.743,15.41,0.181245,0.2052,0.668,63.2137,55.4,18.6,21.2,916,missouri,11,111.215,98.5479,6.5,0.676,14.77,0.174432,0.172003,0.739,72.6729,63.0882,19.6765,21.3824,1
891,2011,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 2nd ROUND AT CLEVELAND,922,ohio st,1,121.41,93.9287,8.38,0.919,25.84,0.159526,0.178243,0.701,63.533,55.6486,18.2162,20.6216,943,utsa,16,103.178,102.27,-4.93,0.588,-5.8,0.199519,0.156672,0.705,67.9576,55.0294,19.6176,22.7647,1
892,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHWEST REGION - 2nd ROUND AT TULSA OK,907,kansas,1,117.25,93.4501,7.62,0.921,24.1,0.192755,0.170704,0.679,69.2179,57.7105,18.6842,22.6842,890,boston u,16,104.377,102.17,-3.85,0.6,-2.48,0.192202,0.190362,0.729,62.1371,53.2857,21.3429,19.8571,1
893,2011,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 2nd ROUND AT CHARLOTTE NC,897,duke,1,116.439,93.1358,8.32,0.865,24.51,0.1739,0.173511,0.753,69.4714,59.6216,21.027,22.3243,904,hampton,16,98.8767,93.161,-8.77,0.727,-5.2,0.185422,0.165169,0.648,67.3321,55.8485,19.9394,23.0,1
894,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHWEST REGION - 2nd ROUND AT CHICAGO,920,notre dame,2,116.863,101.742,8.43,0.794,18.17,0.166295,0.169493,0.724,64.3788,53.8824,20.8235,24.3235,885,akron,15,103.973,97.4229,-1.02,0.639,2.15,0.177956,0.149533,0.704,67.4322,57.5833,21.8056,18.0278,1
895,2011,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 2nd ROUND AT CHARLOTTE NC,919,north carolina,2,107.363,95.2712,10.15,0.784,18.87,0.184553,0.196532,0.672,72.1978,62.6216,15.6486,23.7297,910,long island,15,110.323,99.6541,-5.77,0.818,2.23,0.204077,0.19357,0.646,74.9867,60.8788,19.2424,30.2727,1
896,2011,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 2nd ROUND AT TULSA OK,936,texas,4,111.235,92.167,7.96,0.778,20.82,0.175027,0.203443,0.654,67.45,58.3056,14.8611,25.1389,921,oakland,13,118.45,106.494,0.1,0.714,8.28,0.187256,0.178546,0.721,72.1703,61.0571,21.9143,23.8286,1
897,2011,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 2nd ROUND AT CLEVELAND,933,syracuse,3,111.617,96.3177,8.79,0.771,18.85,0.188202,0.186463,0.665,65.7349,56.6571,17.9429,20.3714,906,indiana st,14,101.695,98.942,2.9,0.588,3.41,0.215307,0.158885,0.71,65.16,52.7353,19.0882,19.8824,1
898,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHWEST REGION - 2nd ROUND AT CHICAGO,927,purdue,3,110.726,94.4269,8.69,0.765,19.36,0.15895,0.170624,0.715,65.5035,57.5588,18.9706,19.7941,932,saint peter's,14,93.4541,92.2346,-1.08,0.588,-0.28,0.230812,0.173448,0.644,65.1153,52.4118,16.8529,20.3824,1
899,2011,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 2nd ROUND AT TULSA OK,887,arizona,5,114.57,101.753,7.99,0.789,16.54,0.190885,0.160911,0.746,66.7253,54.3158,19.6053,23.6579,913,memphis,12,103.737,98.3116,3.14,0.714,6.91,0.219886,0.173032,0.68,69.5166,56.4286,18.2571,22.3429,1
900,2011,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 2nd ROUND AT CLEVELAND,952,xavier,6,110.301,98.8692,4.41,0.75,11.88,0.184632,0.15689,0.747,65.3325,53.125,16.4375,23.625,912,marquette,11,111.285,101.845,8.51,0.595,14.89,0.182009,0.182809,0.696,67.5643,56.5946,14.7838,25.0541,0
901,2011,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 2nd ROUND AT CHARLOTTE NC,948,washington,7,115.758,98.5155,7.74,0.686,20.12,0.169635,0.194323,0.674,71.7509,64.5714,23.4571,20.3429,902,georgia,10,105.32,98.7233,6.13,0.636,10.43,0.206274,0.189084,0.697,65.2267,55.2121,13.8182,20.2121,1
902,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHWEST REGION - 2nd ROUND AT CHICAGO,937,texas a&m,7,108.128,96.3753,5.94,0.727,12.62,0.20436,0.197644,0.697,63.1685,52.0909,16.1818,24.2121,899,florida st,10,100.299,90.0897,6.45,0.676,13.48,0.231098,0.180265,0.665,68.8529,55.9706,18.6471,21.3235,0
903,2011,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 2nd ROUND AT CHARLOTTE NC,914,michigan,8,107.188,100.696,10.68,0.6,14.21,0.161611,0.133064,0.699,62.0537,53.9714,22.9714,14.3429,935,tennessee,9,104.679,101.154,8.73,0.559,11.08,0.200018,0.204423,0.684,66.7588,57.0882,17.1471,22.6471,1
904,2011,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 2nd ROUND AT CLEVELAND,900,george mason,8,113.024,97.0342,1.37,0.794,11.66,0.171774,0.166292,0.689,64.38,54.7353,16.8824,21.1176,947,villanova,9,111.02,100.542,8.23,0.636,15.05,0.18255,0.187207,0.757,65.0715,55.1212,18.303,23.303,1
905,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHWEST REGION - 2nd ROUND AT TULSA OK,941,unlv,8,107.511,94.4984,6.0,0.727,14.67,0.18836,0.167431,0.689,66.6036,55.6364,16.9091,21.7576,905,illinois,9,107.764,99.2336,11.11,0.588,16.72,0.193823,0.152736,0.729,65.8577,56.1765,17.6471,15.8529,0
906,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHWEST REGION - 2nd ROUND AT CHICAGO,901,georgetown,6,109.51,102.962,10.39,0.656,14.61,0.209998,0.157135,0.734,64.435,53.2188,19.7188,17.75,945,vcu,11,109.54,102.235,3.78,0.7,8.56,0.172878,0.163699,0.715,65.364,55.7,22.925,20.6,0
907,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHEAST REGION - 3rd ROUND AT WASHINGTON,925,pitt,1,117.851,97.1779,7.85,0.824,20.82,0.186105,0.226889,0.671,62.7412,54.8824,15.0588,23.6765,892,butler,8,110.105,99.1231,5.02,0.737,11.53,0.169205,0.175306,0.726,64.6989,55.8421,21.6316,21.0263,0
908,2011,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 3rd ROUND AT TUCSON AZ,929,san diego st,2,112.792,92.9475,6.36,0.919,17.96,0.17046,0.200142,0.697,63.7384,57.8649,17.2703,17.6486,934,temple,7,107.834,95.4332,4.23,0.765,12.35,0.165346,0.168042,0.698,65.46,57.1471,17.1471,19.2941,1
909,2011,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 3rd ROUND AT WASHINGTON,896,uconn,3,110.434,98.9697,10.44,0.78,17.95,0.173448,0.212158,0.763,65.5288,59.2439,17.3415,20.0488,894,cincinnati,6,109.018,94.2833,6.1,0.743,15.41,0.181245,0.2052,0.668,63.2137,55.4,18.6,21.2,1
910,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHEAST REGION - 3rd ROUND AT DENVER,893,byu,3,114.455,95.4552,5.76,0.865,18.65,0.153519,0.159599,0.765,71.1243,61.2703,23.3784,23.3784,903,gonzaga,11,112.802,96.9572,4.01,0.714,13.86,0.19921,0.167269,0.762,67.9829,55.6286,15.6571,23.1429,1
911,2011,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 3rd ROUND AT TAMPA FL,909,kentucky,4,114.204,96.8224,8.91,0.763,20.3,0.162976,0.178632,0.71,65.5568,57.4474,18.6053,20.7632,949,west virginia,5,110.579,102.464,11.03,0.636,16.15,0.19062,0.225191,0.711,63.1115,55.3333,18.5152,22.6364,1
912,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHEAST REGION - 3rd ROUND AT TAMPA FL,898,florida,2,111.34,97.8976,7.57,0.784,16.27,0.188698,0.19496,0.669,64.7395,56.2973,17.8649,20.1081,939,ucla,7,104.633,99.0108,7.93,0.676,11.7,0.220512,0.177903,0.679,66.9565,53.6471,15.5588,23.7647,1
913,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHEAST REGION - 3rd ROUND AT TUCSON AZ,950,wisconsin,4,118.734,102.389,9.42,0.735,18.77,0.132612,0.182471,0.818,57.2212,53.1765,21.8824,15.6765,908,kansas st,5,107.168,97.3037,8.41,0.676,14.59,0.215461,0.212,0.655,67.98,57.0294,18.5588,24.3529,1
914,2011,MEN'S BASKETBALL CHAMPIONSHIP - SOUTHWEST REGION - 3rd ROUND AT DENVER,928,richmond,12,110.527,97.1453,2.79,0.784,11.23,0.164268,0.147541,0.687,63.0151,54.2432,19.8649,17.5405,917,morehead st,13,107.418,96.284,-3.13,0.714,2.81,0.233807,0.215548,0.674,64.1554,53.5429,17.1714,21.4571,1
